AccountNumber,MasterCustomerDetailsFlag,PrimaryAccountHolderFlag,Title,FirstName,MiddleInitial,LastName,NameSuffix,BusinessName,StreetAddress1,StreetAddress2,StreetAddress3,City,State,ZipCodePre,ZipCodeSuffix,DateOfBirth,DeathDate,PhoneNumber,EmailAddress,SSN,CommunicationPreference,Income,EmployerName,EmploymentDate,MemberStartDate,RelationshipCode,RaddonSegment,County,Region,Branch,CheckingFlag,CDFlag,MoneyMarketFlag,AutoLoanFlag,CreditCardFlag,PLFlag,HELOCFlag,HomeEquityLoanFlag,FirstMortgageFlag,StudentLoanFlag,OnlineBankingFlag,BillPayFlag,DebitCardFlag,NegShareWarning,BankruptcyWarning,DQWarning,BadAddressWarning,BadEmailWarning,ExcessiveFeesWarning,CreditScore1,CreditScoreDate1,CreditScore2,CreditScoreDate2,CreditScore3,CreditScoreDate3,CreditScore4,CreditScoreDate4,ProductAccountNumber,ProductType,Description,MonthlyPayment,DateOpened,Rate,TermType,TermInMonths,OriginalBalance,CurrentBalance,CCLimit,FlexFlag1,FlexFlag2,FlexFlag3,FlexFlag4,FlexFlag5,FlexFlag6,FlexFlag7,FlexFlag8,FlexFlag9,FlexFlag10,FlexChar1,FlexChar2,FlexChar3,FlexChar4,FlexNum1,FlexNum2,FlexNum3,FlexNum4,FlexDate1,FlexDate2,FlexDate3,FlexDate4,FlexMoney1,FlexMoney2,FlexMoney3,FlexMoney4,FlexRate1,FlexRate2,FlexRate3,FlexRate4
107156,1,1,Miss,Stone,T,Turner,III,Inn House,"P.O. Box 355, 6866 Inn St.",Ap #316-6155 Industries Av.,489-5772 Inc Ave,Beausejour,SD,36756,8592,11/21/1983,9/16/2011,,10.Wirth@BattagliaJack.org,506669898,email,53823,Inc Alexander,23,8/12/2011,11,Middle Income Depositor,Credit,R,Capitol Ave.,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
107157,1,1,Miss,Rashad,A,Harris,,& Mrbl,5079 Studio Road,"P.O. Box 891, 9138 Beymers Road",Ap #897-1343 & Rd.,Gillette,OH,77797,3956,10/16/1998,12/6/2011,,Stop@&EnvelopeCorp.com,506726135,email,8142,Of Brunswick,14,9/11/1965,71,Low Income Depositor,Elevator,Pro,Capitol Ave.,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
107158,1,1,Ms.,Macon,U,Flores,Sr.,Wirth John,1513 Paint Rd.,927-1220 Co Rd.,"P.O. Box 529, 3711 Sunnyvale Avenue",Lang,CT,28055,3662,7/21/2023,5/24/2012,,P@Esq.edu,506782372,email,7423,Arprt N,29,1/25/1981,12,Low Income Depositor,Wheels,A,Capitol Ave.,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
107159,1,1,Ms.,Cameron,X,Pittman,,Wernsing Plumbing,1007 Geo Rd.,340-4320 Rampart Rd.,4858 And St.,West Fargo,DE,7529,8500,9/1/1967,8/22/2011,,Printers.Inc@Electron.edu,506838609,email,166500,Misko Charles,43,2/5/1969,74,Upscale,Inc,Benson,Capitol Ave.,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
107160,1,1,Mr.,Isaiah,K,Ellis,,Tweel Ronald,2067 Cook Rd.,1583 A Ave,Ap #350-3093 Gerald Ave,Coventry,ID,62577,9202,9/29/1988,8/26/2011,,Janet@Engineering.net,506894846,email,69799,Products D,22,8/26/1955,98,Middle Market,Amer,Recreation,Capitol Ave.,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
107161,1,1,Mrs.,Kirk,O,Bryan,Jr.,John L,871-8328 Esq Street,3382 Mcintyre Rd.,"P.O. Box 978, 3278 Hill Av.",Golspie,NH,39751,1662,11/11/2013,8/16/2011,,Cert@MnrlMusWegner.ca,506951083,email,154380,Inc Uniglobe,24,11/18/1968,79,Upscale,Reserve,Inc,Capitol Ave.,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
107162,1,1,Ms.,Raphael,Z,Nash,,Eisenberg &,5795 Fun Avenue,"P.O. Box 544, 5000 Cpa Av.","P.O. Box 373, 5558 A St.",Buckingham,TN,26478,2727,11/25/1955,11/12/2011,,Wilshire.Cupkovic@SEsqAll.ca,507007320,email,60537,Editing House,9,9/18/1994,34,Credit Driven,House,Co,Capitol Ave.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
107163,1,1,Ms.,Keith,S,Hatfield,II,Inc Nicollet,Ap #769-4601 Law Rd.,7801 & Rd.,9251 Esq St.,Alva,AK,68998,7253,3/5/1947,1/24/2013,,Steel.Rule@Inc.net,507063557,email,88911,Inc Madden,13,5/4/2005,85,Middle Market,Inc,On,Capitol Ave.,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
107164,1,1,Miss,Malcolm,U,Mcmahon,Jr.,Douglas Esq,3512 Accurate Ave,"P.O. Box 454, 3216 Cowley St.",7754 Loew Av.,Vlierzele,AK,88545,692,9/1/1952,5/27/2012,,Nevada.Baking@A.com,507119794,email,128836,Jeffrey E,26,12/26/1992,79,Middle Income Depositor,Quality,Whol,Capitol Ave.,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
107165,1,1,,Ferris,V,Estrada,Sr.,Patrick Esq,9734 And Street,4727 Vermont Av.,6685 Inc St.,Toledo,AK,50956,8005,2/9/2028,8/16/2012,,Shamash@BetzoldIncLunt.org,507176031,email,114846,Century 21,13,1/10/2000,2,Middle Market,Andow,Management,Capitol Ave.,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107166,1,1,,Flynn,A,Savage,Jr.,Town Motors,Ap #346-4244 Pc Ave,9149 R Road,6110 M St.,West Fargo,FL,98716,8197,3/3/1989,11/22/2011,,Craft.Pontoon.Co@Graham&Associates.com,507232268,email,217229,Frank Siviglia,10,12/15/1986,78,Upscale,Joy,Storage,Capitol Ave.,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
107167,1,1,Mrs.,Jackson,E,Sullivan,II,Era Canning,6833 Peninsula Ave,Ap #551-4789 Dynamics St.,"P.O. Box 420, 960 Kokkonen Rd.",Stratford,ID,6366,889,2/26/1951,1/10/2013,,Mus.Wegner.Tim@ConstructionProdSeawright.org,507288505,email,179093,Esq Savage,30,4/30/1974,38,Upscale,Brager,H,Capitol Ave.,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107168,1,1,Ms.,Matthew,H,Cummings,,Md Pro,Ap #641-3703 Droz Av.,590-3335 & Rd.,605-6805 Vasquez Street,Leighton Buzzard,CA,35839,5976,4/21/2028,1/23/2012,,Teleflex.Inc@WilliamEsqCox.com,507344742,email,62078,Printers Inc,41,11/23/2005,86,Middle Income Depositor,Architects,Santa,Capitol Ave.,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
107169,1,1,Mrs.,Prescott,W,Bailey,Jr.,C Lock,Ap #892-9183 Jr Rd.,683-2793 Cornhusker Rd.,Ap #867-3785 Johnson St.,Kearney,DE,72609,7349,5/12/1985,10/30/2011,,Surveys.Kahler.Karen@TeamstersUnion.com,507400979,email,174307,Lutz Cichy,7,1/8/1981,33,Upscale,Center,Machinery,Capitol Ave.,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
107170,1,1,,Patrick,E,Finley,II,David D,Ap #223-1102 Cheese Ave,"P.O. Box 627, 2749 Powers Road",8235 American Street,Lichfield,OR,8041,8010,3/10/1939,6/18/2013,,Vets.Affrs.Salerno@Womens.net,507457216,email,236431,Samuel I,28,10/15/1966,18,Upscale,Janet,H,Capitol Ave.,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
107171,1,1,Mrs.,Walker,E,Warner,,Offices Of,"P.O. Box 408, 7014 Maslen Ave","P.O. Box 709, 9905 Printing St.",945-4236 Boykin Road,Manchester,WY,25599,9389,6/18/1977,6/16/2012,,Woodside.Travel@SupplyHammermanStanley.co.uk,507513453,email,126667,Buy &,24,10/23/1954,15,Middle Income Depositor,Village,Md,Capitol Ave.,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107172,1,1,Mrs.,Camden,S,Turner,III,Fox &,Ap #769-7322 Michael Rd.,Ap #762-2967 On Street,4483 Inc Rd.,Harlech,AZ,49639,5356,9/16/2005,3/7/2012,,Lindsays.Landing@Mccain.edu,507569690,email,138650,Esq Re,15,1/29/2009,64,Credit Driven,Printing,Agency,Capitol Ave.,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
107173,1,1,Ms.,Zachery,W,Cobb,Sr.,D Esq,108-9848 Decker Rd.,8161 Kane St.,179-4185 Gen Rd.,Lossiemouth,CT,35519,9296,3/17/2028,4/3/2013,,Hills.Escrow@AJrJorgensen.net,507625927,email,125454,Microtel Franchise,18,8/24/1988,83,Credit Driven,Optical,Of,Capitol Ave.,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
107174,1,1,Mr.,Byron,X,Meadows,III,Resource Management,"P.O. Box 409, 8710 Esq Street",6958 Fuhrmann St.,"P.O. Box 369, 8856 Lesher St.",Olathe,MD,9649,8310,10/21/1970,5/9/2012,,Esq.Cody.Daniel@Paper.org,507682164,email,178823,Esq Guy,26,7/17/1963,60,Upscale,Daniel,Patrick,Capitol Ave.,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
107175,1,1,Ms.,August,W,Deleon,II,Highland Management,Ap #268-678 Spec Av.,929-3568 Co Ave,"P.O. Box 403, 2461 Chevy St.",Charlotte,MI,53981,8891,4/27/1936,1/27/2012,,Pacific.Trading.Co@ProcessingCo.org,507738401,email,61736,Dynamics Group,35,4/12/1973,20,Credit Driven,P,Pharm,Capitol Ave.,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
107176,1,1,Ms.,Tucker,O,Dyer,III,Law Pa,Ap #687-2586 Peebles St.,4060 I St.,Ap #426-7555 Easy Rd.,Lochranza,PA,71016,7414,1/8/1940,7/17/2012,,Donald@PatrickEsq.edu,507794638,email,23793,Labs Spottswood,34,5/31/1978,73,Low Income Depositor,Decatur,Supplies,Capitol Ave.,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
107177,1,1,Ms.,Keaton,O,Craig,,Inc Optical,"P.O. Box 597, 7920 & Avenue",5696 C Rd.,"P.O. Box 131, 8112 Usa Av.",Fochabers,AK,24592,8703,12/27/2027,3/8/2013,,Esq.Anderson.Independent@CSystemsFrank.org,507850875,email,130289,Automation Products,31,1/5/1991,4,Middle Market,Thomas,Nutra,Capitol Ave.,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
107178,1,1,Miss,Hayes,E,Holman,III,Distributors Cowley,1509 Heating Road,381-6414 T Avenue,114-6561 Electric Road,Plymouth,NM,50803,416,11/26/1937,7/14/2013,,Inc@HarryEsq.org,507907112,email,230022,Recreation Director,49,7/1/1960,22,Upscale,Hall,Materials,Capitol Ave.,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107179,1,1,Mr.,Brennan,S,Barton,II,Nursing Home,Ap #929-1923 Duncan St.,546 & Ave,244-2517 John Rd.,Minderhout,WI,21630,8247,12/17/1954,4/11/2013,,Esq@CreditUn.net,507963349,email,80716,Hallmark Cards,23,3/13/2004,20,Middle Income Depositor,L,Wright,Capitol Ave.,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
107180,1,1,Mr.,Todd,J,Roberts,Sr.,Barrett Paving,780-105 Distillers Rd.,7049 Mortgage Avenue,Ap #725-1725 Die Street,Rochester,FL,52171,396,6/17/2003,2/27/2012,,Spectrum@WRichard.edu,508019586,email,75539,S Esq,35,10/4/1954,33,Credit Driven,Stell,Offices,Capitol Ave.,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107181,1,1,,Wallace,W,Duran,,P Esq,983-1303 Fischer Street,764-4335 M Rd.,Ap #630-565 D St.,Zaventem,IL,58965,66,12/4/1957,10/26/2012,,Catv.Heil.John@MoraschsQualityMeats.net,508075823,email,118464,M Bostek,45,4/13/2010,64,Middle Income Depositor,Paul,Assoc,Capitol Ave.,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107182,1,1,Ms.,David,Q,Estrada,Jr.,City &,798-3404 Trucking Road,"P.O. Box 304, 7728 Stell Rd.",5927 Creations Rd.,Mount Pleasant,OH,9241,9115,10/26/1988,10/14/2012,,Inc.Belton.Industries@WallsRobertE.net,508132060,email,9613,Berry Robert,39,12/4/1998,89,Fee Driven,&,Inn,Capitol Ave.,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
107183,1,1,,Gage,I,Pugh,II,Un Us,Ap #923-9351 Buckeye Rd.,1774 Lock St.,Ap #607-2124 Industries Av.,Winnipeg,CO,52129,836,5/3/2019,8/20/2012,,Tape.&.Label@AppraisalInc.co.uk,508188297,email,226194,Lorna Brumfield,3,12/29/2000,94,Upscale,Esq,N,Capitol Ave.,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
107184,1,1,Mr.,Merrill,B,Wall,II,Sons Inc,"P.O. Box 275, 2828 Inc Rd.",Ap #752-3313 Healey Avenue,Ap #611-6418 Estate Ave,Duns,NM,56691,9087,1/18/1969,12/2/2012,,Young@BattagliaJackM.org,508244534,email,19685,Dorfman Abrams,19,6/14/1990,45,Low Income Depositor,K,Foods,Capitol Ave.,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
107185,1,1,Mrs.,Cole,N,Bryan,Jr.,Resort Center,"P.O. Box 285, 1511 Varda Road","P.O. Box 898, 3026 Esq Av.",601-9496 Apartment Avenue,College,MA,75601,1450,9/14/2018,11/1/2011,,Ware.Development.Inc@SpecialtyAlumn.co.uk,508300771,email,128003,Cefpi Software,47,2/16/1989,91,Middle Income Depositor,Wall,Buick,Capitol Ave.,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
107186,1,1,Ms.,Nissim,Y,Sherman,Sr.,V Esq,"P.O. Box 360, 7461 Temple Av.","P.O. Box 869, 9639 Holiday St.",Ap #299-8122 Buick Rd.,Campbelltown,IL,50890,5950,10/1/1965,12/30/2011,,Esq@RemediationCo.ca,508357008,email,57985,Cornhusker Press,21,9/28/2007,69,Credit Driven,Proj,Cmplt,Capitol Ave.,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
107187,1,1,Mr.,Cameron,G,Peterson,III,S Esq,Ap #572-9997 Southern Avenue,Ap #871-7574 Waste Av.,8323 Enviro St.,Kettering,HI,86806,6356,8/21/1983,10/5/2012,,Hallmark.Cards@CastingsInc.org,508413245,email,46363,Bottling Howard,50,10/24/1980,73,Fee Driven,Federal,R,Capitol Ave.,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
107188,1,1,Ms.,Yasir,L,Jennings,Sr.,Hamilton Financial,471-7111 William St.,103-7788 H Ave,9177 Brownsville Road,Morpeth,MS,36999,832,10/6/2004,11/22/2011,,Capital.Management.Donohue@WasteSystems.com,508469482,email,130682,Keil James,28,2/7/1976,79,Middle Market,Siviglia,Snyder,Capitol Ave.,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
107189,1,1,Miss,Norman,B,Snyder,III,Inc Murtha,Ap #585-5149 Emanuel Street,"P.O. Box 981, 2847 A Av.",126-7009 Consulting Ave,Memphis,TN,38667,8755,5/24/1971,9/10/2011,,Nevada.Baking@EsqFinkelstein.co.uk,508525719,email,27061,Cablevision Schaff,33,1/31/1986,21,Low Income Depositor,Woodward,J,Capitol Ave.,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
107190,1,1,Ms.,Micah,Z,Terrell,Sr.,Md Warehouse,"P.O. Box 347, 5502 Fran St.",6881 Midlen St.,Ap #394-992 Inc Rd.,Coatbridge,CT,34332,684,3/28/1955,12/21/2012,,10@PIii.org,508581956,email,35269,Currier Gallery,10,8/6/2002,9,Low Income Depositor,Meicher,Granite,Capitol Ave.,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
107191,1,1,Mr.,Isaac,Y,Hendrix,II,True Electric,"P.O. Box 883, 9740 Processing Rd.","P.O. Box 233, 9756 And St.",1889 David Rd.,Bedford,VT,36367,4343,1/17/1973,5/2/2013,,Bilton.Dean.H@Erie.com,508638193,email,4085,Mark R,46,3/14/2000,50,Fee Driven,Donohue,Reagan,Capitol Ave.,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
107192,1,1,Miss,Calvin,Q,Lambert,Sr.,Management Star,"P.O. Box 672, 3941 Theo Road","P.O. Box 473, 2291 Esq St.",8900 E Rd.,College,IN,72570,983,9/27/1984,12/2/2011,,Albers.Technologies.Corp@Buckeye.co.uk,508694430,email,232051,C Esq,9,8/25/1969,24,Upscale,&,Co,Capitol Ave.,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
107193,1,1,Ms.,Linus,U,Collins,III,Door Systems,127-1000 Esq Av.,"P.O. Box 139, 533 David Av.",287-9268 Janet Road,Lakewood,TX,44198,5280,3/28/2008,3/25/2012,,H.Midwest.Fire@NicolletProcessEngineering.edu,508750667,email,164751,W Richard,38,9/10/1981,91,Upscale,Sather,David,Capitol Ave.,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
107194,1,1,Ms.,Quinlan,N,Banks,Sr.,Keewaydin Prop,680-5652 Co Rd.,"P.O. Box 829, 7420 Bottling Avenue",430-2110 Us Rd.,Penzance,KY,31937,2478,3/26/2000,8/27/2011,,S.Esq@EsqGraham.co.uk,508806904,email,58017,Davis Randle,15,9/24/1957,39,Credit Driven,&,Tilt,Capitol Ave.,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
107195,1,1,Ms.,Erasmus,J,Daniels,Jr.,Sather Eng,Ap #930-8325 Storage St.,5618 Inc Avenue,5518 Engineers Rd.,Bradford,NM,93533,5319,5/10/1989,10/3/2011,,And.Gas.Inc@IEsqTax.edu,508863141,email,171255,Co Ivs,3,9/20/1985,20,Upscale,Str,House,Capitol Ave.,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
107196,1,1,Mrs.,Dante,J,Talley,,J Wall,232-7737 & St.,Ap #560-2451 Cruz Ave,Ap #847-2659 Wernsing Avenue,Chapelle-lez-Herlaimont,NC,52360,8064,12/19/1976,4/21/2013,,Arthur.Conduit@Electromagnetics.co.uk,508919378,email,228133,Real Estate,40,7/20/1985,59,Upscale,Esq,Inc,Capitol Ave.,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
107197,1,1,Ms.,Rigel,W,Norton,III,Co Battaglia,401-3230 H St.,"P.O. Box 867, 4370 Tax St.","P.O. Box 646, 9543 Estate Rd.",Darwin,MT,26226,7292,3/4/2002,9/15/2012,,Co.Nakamura.Oyama@MaryV.com,508975615,email,2497,I Computer,36,4/16/1982,28,Low Income Depositor,Co,Inc,Capitol Ave.,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
107198,1,1,Mrs.,Luke,P,Cohen,III,Woodland Village,876 Robert Rd.,3683 Travel Street,1836 & Road,Boirs,MO,9441,7596,8/26/2014,7/30/2012,,Esq@&.edu,509031852,email,175499,Wbnd Am,1,8/20/1977,21,Upscale,Esq,Ward,Capitol Ave.,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107199,1,1,Mrs.,Peter,A,Booker,II,Esq Savage,"P.O. Box 418, 4543 Infusion Road",4122 Aerospace Avenue,202-6301 Mortgage St.,Sacramento,GA,42648,5740,5/28/1934,8/30/2012,,Leather@IncHyacinth.org,509088089,email,173880,Arbor Center,26,7/8/2008,63,Upscale,Geo,Inc,Capitol Ave.,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107200,1,1,,Cody,I,Cunningham,III,111th Square,"P.O. Box 489, 5828 Tweedy St.",1913 Inn Rd.,Ap #560-3477 Travel Road,Virginia Beach,NV,52026,6005,3/5/1936,6/10/2013,,Town.Motors.Porter@Co.org,509144326,email,182344,Insurance Agency,41,12/23/1971,41,Upscale,Camden,Precision,Capitol Ave.,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107201,1,1,,Cameron,D,Blackwell,III,Materials Inc,152-7675 Inc Ave,Ap #151-4447 Kgtv Road,9071 Corro Rd.,Skegness,CT,58838,6199,7/14/1969,4/29/2013,,Inc.Nicollet@Buckeye.org,509200563,email,12032,Inc Review,14,6/18/2006,95,Fee Driven,Lust,&,Capitol Ave.,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
107202,1,1,Ms.,Ahmed,L,Morton,III,Kenneth J,"P.O. Box 282, 4036 Arthur Street",5176 Motel Rd.,"P.O. Box 760, 2557 Nylonge Street",Kailua,OK,6318,1348,6/12/2008,4/21/2012,,Gallery@Gen.com,509256800,email,83899,Cpa C,37,11/1/1991,15,Middle Market,&,Rampart,Capitol Ave.,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
107203,1,1,Miss,Shad,F,Collier,Sr.,Woodside Travel,Ap #252-1261 Metals Avenue,9888 Kowalik St.,173-7863 Co Street,Casper,WY,22392,5668,3/12/1998,9/14/2012,,Boykin@DeanHEsq.com,509313037,email,36131,Municipalities Technical,21,6/26/2013,37,Low Income Depositor,Temporary,O,Capitol Ave.,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
